id,name,category,purchase_price,purchase_unit,usage_unit,conversion_factor,yield_percentage,current_price,status
470,Sammy'S - Danish - Raspberry,Bakery,9.1600,case 4 units,unit,4.000000,100.000,9.1600,active
471,[MAPPED] Sammy'S - Scone - Blueberry,Bakery,5.3800,case,,,,5.3800,inactive
472,Sammy'S - Scone - Chocolate Chip Scone,Bakery,5.3800,case 2 units,unit,2.000000,100.000,5.3800,active
473,Sammy'S - Turnover - Apple,Bakery,4.5800,case 2 units,unit,2.000000,100.000,4.5800,active
499,[MAPPED] Bindi - Cake - Carrot - (4.72 Oz.),Bakery - Bindi (TOI),48.1000,case,,,,48.1000,inactive
500,[MAPPED] Bindi - Cake - Chocolate Temptation (3.8 Oz.),Bakery - Bindi (TOI),44.8100,case,,,,44.8100,inactive
501,[MAPPED] Bindi - Cake - Mixed Berry Tart (4.23 Oz.),Bakery - Bindi (TOI),45.2400,case,,,,45.2400,inactive
502,[MAPPED] Bindi - Cake - Raspberry Passionfruit (4.1 Oz.),Bakery - Bindi (TOI),41.7500,case,,,,41.7500,inactive
503,[MAPPED] Bindi - Cake - Ricotta And Pistachio (3.2 Oz.),Bakery - Bindi (TOI),40.9300,case,,,,40.9300,inactive
504,[MAPPED] Bindi - Croissant - Almond - (2.65 Oz.),Bakery,56.6300,Case,,,,56.6300,inactive
505,[MAPPED] Bindi - Mini Cheesecake - Alle Fragole (4.8 Oz.),Bakery - Bindi (TOI),54.6400,piece,,,,54.6400,inactive
506,[MAPPED] Celsius Rte Energy - Artic Vibe,Beverages,28.7500,case,,,,28.7500,inactive
507,[MAPPED] Celsius Rte Energy - Orange,Beverages,28.7500,case,,,,28.7500,inactive
508,[MAPPED] Celsius Rte Energy - Tropical Vibe,Beverages,28.7500,Case,,,,28.7500,inactive
509,[MAPPED] Le Chef Bakery - Bagel - Everything Slcd,Bakery,11.4500,case,,,,11.4500,inactive
510,[MAPPED] Le Chef Bakery - Bagel - Plain Slcd,Bakery,10.8200,case,,,,10.8200,inactive
511,[MAPPED] Le Chef Bakery - Cinnamon Bun,Bakery,12.7800,case,,,,12.7800,inactive
512,Le Chef Bakery - Cinnamon Bun Pecan Sticky,Bakery,12.6900,case x 6 units,unit,6.000000,100.000,12.6900,active
513,Le Chef Bakery - Cinnamon Bun With Icing,Bakery,9.7300,tray x 6 units,unit,6.000000,100.000,9.7300,active
514,[MAPPED] Le Chef Bakery - Croissant - Almond Filled,Bakery,10.2100,tray,,,,10.2100,inactive
515,"[MAPPED] Le Chef Bakery - Croissant - Almond, Mini 1 Oz",Bakery,12.7600,case,,,,12.7600,inactive
516,[MAPPED] Le Chef Bakery - Croissant Chocolate,Bakery,10.3200,case,,,,10.3200,inactive
517,[MAPPED] Le Chef Bakery - Danish - Twist Apple Filling,Bakery,10.7400,case,,,,10.7400,inactive
518,[MAPPED] Le Chef Bakery - Danish - Twist W/ Cheese Filling,Bakery,10.2100,case,,,,10.2100,inactive
519,[MAPPED] Le Chef Bakery - Danish Twist - Cherry,Bakery,10.7400,case,,,,10.7400,inactive
520,[MAPPED] Le Chef Bakery - Macaron - Raspberry,Bakery,25.9500,case,,,,25.9500,inactive
521,[MAPPED] Le Chef Bakery - Macaron - Strawberry,Bakery,25.9500,case,,,,25.9500,inactive
522,[MAPPED] Le Chef Bakery - Macaron / Chocolate,Bakery,25.9500,case,,,,25.9500,inactive
523,[MAPPED] Le Chef Bakery - Macaron / Pistachio,Bakery,26.0000,case,,,,26.0000,inactive
524,[MAPPED] Le Chef Bakery - Macaron / Spring Assortment,Bakery,30.0700,case,,,,30.0700,inactive
525,[MAPPED] Le Chef Bakery - Macaron / Vainilla,Bakery,25.9500,case,,,,25.9500,inactive
526,[MAPPED] Le Chef Bakery - Macaron Sea Salt Caramel,Bakery,25.9500,case,,,,25.9500,inactive
527,[MAPPED] Le Chef Bakery - Muffin - Banana Nut,Bakery,14.9400,tray,,,,14.9400,inactive
528,[MAPPED] Le Chef Bakery - Muffin - Double Chocolate,Bakery,14.9400,tray,,,,14.9400,inactive
529,[MAPPED] Le Chef Bakery - Scones - Blueberry Triangle,Bakery,21.8100,tray,,,,21.8100,inactive
530,Lkp - Two Cup Carrier,Cups / Paper / Disposables,200.0000,case,,,,200.0000,inactive
531,Lkp - Die Cut Paper Bag Large ( W29.5Xh40),Cups / Paper / Disposables,452.0000,case,,,,452.0000,inactive
532,Lkp - Die Cut Paper Bag Small (W20*H30),Cups / Paper / Disposables,298.0000,cs,,,,298.0000,inactive
533,Lkp - Die Cut Paper Bag Medium (W.25.5Xh34.5),Cups / Paper / Disposables,372.0000,case,,,,372.0000,inactive
534,Lkp - Dome Lid For Bowl,Cups / Paper / Disposables,55.0000,case,,,,55.0000,inactive
535,"Lkp - Dome Lids For 12, 16 , 20 , 24 Oz",Cups / Paper / Disposables,95.0000,case,,,,95.0000,inactive
536,Lkp - Dome Lids For 32 Oz,Cups / Paper / Disposables,129.0000,case,,,,129.0000,inactive
537,Lkp - Two Cup Carrier,Cups / Paper / Disposables,180.0000,case,,,,180.0000,active
538,Lotus - 1 Oz Dispenser Pump,Racks & Accesories,3.0000,ea,,,,3.0000,active
539,Lotus - 3 Bottle Rack,Racks & Accesories,29.9900,piece,,,,29.9900,active
540,[MAPPED] Lotus - Blue Raspberry Fruit Fussion,Other,19.0000,Bottle,,,,19.0000,inactive
541,[MAPPED] Lotus - Mango Passion Fruit Fussion,Other,19.0000,Bottle,,,,19.0000,inactive
542,[MAPPED] Lotus - Orange Creamsicle Ff,Other,19.0000,Bottle,,,,19.0000,inactive
543,[MAPPED] Lotus - Pina Colada Fruit Fussion,Other,19.0000,Bottle,,,,19.0000,inactive
544,[MAPPED] Lotus - Strawberry Fruit Fussion,Other,19.0000,Bottle,,,,19.0000,inactive
545,[MAPPED] Lotus - White Plant Power Concentrate,Other,29.7100,Bottle,,,,29.7100,inactive
546,[MAPPED] Lotus - White Plant Power Zero Sugar Concentrate,Other,29.7100,Bottle,,,,29.7100,inactive
547,[MAPPED] Monin (Shamrock) - Vainilla - Sugar Free -Syrup 1 Lt (Pet),Syrups & Sauces - (Monin + Ghirardelli),39.8400,piece,,,,39.8400,inactive
548,[MAPPED] Monin (Shamrock) - Vainilla Syrup 1 Lt (Pet),Syrups & Sauces - (Monin + Ghirardelli),33.5500,piece,,,,33.5500,inactive
549,[MAPPED] Bindi - Cheesecake Dulce De Leche - (4.51 Oz.),Bakery - Bindi (TOI),41.3900,case,,,,41.3900,inactive
550,"[MAPPED] Bindi - Pinsa Classica 12"" X 8"" - (4.3 Oz.)",Bakery,88.3700,Case,,,,88.3700,inactive
551,[MAPPED] Bridor - Croissant - Large Butter,Bakery,61.7800,Case,,,,61.7800,inactive
552,[MAPPED] Bridor - Danish - Guava,Bakery,49.9900,Case,,,,49.9900,inactive
553,[MAPPED] Bridor - Danish - Leek And Parmesan Bistro,Bakery,68.9900,Case,,,,68.9900,inactive
554,[MAPPED] Bridor - Danish - Lemon,Bakery,90.9900,Case,,,,90.9900,inactive
555,[MAPPED] Bridor - Danish - Spinach And Feta Rtb,Bakery,74.5900,Case,,,,74.5900,inactive
556,[MAPPED] Bridor - Danish Strawberry Cheese,Bakery,116.9300,Case,,,,116.9300,inactive
557,[MAPPED] Bridor - Danish Tomato And Olive Rtb,Bakery,74.5900,Case,,,,74.5900,inactive
558,[MAPPED] C'Est Gourmet - Croissant Doughnut,Bakery,105.6700,Case,,,,105.6700,inactive
559,[MAPPED] Califia - Almond Barista Specialty Milk,Specialty Milks,31.1100,case,,,,31.1100,inactive
560,[MAPPED] Califia - Coconut Barista Specialty Milk,Specialty Milks,31.5000,Cs,,,,31.5000,inactive
561,Pacific - Pistachio Milk Barista - 32 Fl. Oz. - 12/Case,Specialty Milks,47.0000,case 12 X 32 oz,ml,8162.000000,100.000,47.0000,active
562,Pacific - Soy Milk Barista - 32 Fl. Oz. - 12/Case,Specialty Milks,28.0000,case 12 X 32 oz,ml,8162.000000,100.000,28.0000,active
563,[MAPPED] Rev. Tea - Bombay Chai Black Tea / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
564,[MAPPED] Rev. Tea - British Breakfast Black Tea / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
565,[MAPPED] Rev. Tea - Cape Town Honeybush Caramel Herbal Tea / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
566,[MAPPED] Rev. Tea - Danish Rhubarb & Rose Milky Oolong Tea / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
567,[MAPPED] Rev. Tea - German Chamomile & Lemon Balm / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
568,[MAPPED] Rev. Tea - Hemp Ginger & Chicory Herbal Tea / 20 Ct,Other,32.4000,Box,,,,32.4000,inactive
569,[MAPPED] Rev. Tea - Mexican Hibiscus Mango & Moringa Fruit Infusion / 20 Ct,Other,32.3600,Box,,,,32.3600,inactive
570,Something & Nothing - Mango & Thai Basil - 12 Oz.,Beverages,27.0600,case 12 x 12 oz,unit,12.000000,100.000,27.0600,active
571,[MAPPED] Sunraysia Juice - Apple X 250 Ml - 8.45 Fl. Oz.,Beverages,36.8600,case,,,,36.8600,inactive
572,[MAPPED] Bindi - Eclair - Coffee - (2.6 Oz.),Bakery - Bindi (TOI),28.4900,case,,,,28.4900,inactive
573,Bridor - Perfect Chocolatine,Bakery,58.1900,case,unit,60.000000,100.000,58.1900,active
574,[MAPPED] Cusanos - Bagel - Everything Sliced,Bakery,9.3100,Case,,,,9.3100,inactive
575,[MAPPED] Cusanos - Bagel - New Yorker,Bakery,17.2200,Case,,,,17.2200,inactive
576,[MAPPED] Cusanos - Bagel - Plain Sliced,Bakery,9.3100,Case,,,,9.3100,inactive
577,[MAPPED] Cusanos - Muffin - Banana Nut Tulip Cup Lg,Bakery,21.1200,Case,,,,21.1200,inactive
578,[MAPPED] Cusanos - Muffin - Chocolate Chip Tulip Cup Lg,Bakery,21.8300,Case,,,,21.8300,inactive
579,[MAPPED] Cusanos - Scones - Blueberry,Bakery,25.8500,case,,,,25.8500,inactive
580,[MAPPED] Bindi - Croissant - Apricot - (3.35 Oz.),Bakery,53.0200,Case,,,,53.0200,inactive
581,[MAPPED] Bindi - French Macaron - Assorted *Special Order*,Bakery - Bindi (TOI),161.2800,case,,,,161.2800,inactive
582,[MAPPED] Bindi - Cheesecake - Brownie Ind. Wrap (3 Oz.),Bakery - Bindi (TOI),53.4100,case,,,,53.4100,inactive
583,[MAPPED] Bindi - Muffin Cocoa - (2.99 Oz),Bakery,33.7300,Case,,,,33.7300,inactive
584,[MAPPED] Bindi - Muffin Pistacchio - (2.99 Oz.),Bakery,33.7300,Case,,,,33.7300,inactive
585,[MAPPED] Bridor - Cinnamon Bun Brioche Rtb,Bakery,58.7000,Case,,,,58.7000,inactive
586,[MAPPED] Bridor - Croissant Curved Butter,Bakery,68.9700,Case,,,,68.9700,inactive
