id,name,category,conversion_factor,purchase_unit,usage_unit,canonical_unit,purchase_price,current_price,yield_percentage
132,A Siciliana Aranciata,resale_beverage,24.000000,case,unit,unit,24.9900,24.9900,1.000
133,A Siciliana Limonata,resale_beverage,24.000000,case,unit,unit,31.2000,31.2000,1.000
134,A Siciliana Mandarino,resale_beverage,24.000000,case,unit,unit,31.2000,31.2000,1.000
652,A'Siciliana - Mandarin Soda Can 11 Oz,Beverages,24.000000,case,unit,,31.2000,31.2000,1.000
238,A'Siciliana Blood Orange Soda Can 11 Oz,Beverages,24.000000,case,unit,,31.2000,31.2000,1.000
237,A'Siciliana Pomegranate Soda Can 11 Oz,Beverages,24.000000,case,unit,,31.2000,31.2000,1.000
127,Acqua Panna,resale_beverage,24.000000,unit,unit,unit,36.9500,36.9500,1.000
144,Apple Tropicana Juice,resale_beverage,24.000000,case,unit,unit,31.2000,31.2000,1.000
58,Dried Oregano,produce,24.000000,case,oz,kg,11.4900,11.4900,1.000
69,Pinsa,bakery,22.000000,unit,unit,unit,81.3900,81.3900,1.000
70,Pinsa Margherita,bakery,22.000000,unit,unit,unit,64.2000,64.2000,1.000
451,Bindi - Caramel Pecan Bar - (4 Oz.),Bakery,21.000000,case,unit,,60.2900,60.2900,1.000
66,Proscuitto,protein,20.000000,case,unit,unit,50.6500,50.6500,1.000
62,Turkey Bacon,protein,20.000000,unit,unit,unit,63.9900,63.9900,0.990
135,A Siciliana Melograno,resale_beverage,19.000000,case,unit,unit,31.2000,31.2000,1.000
6,Cheese Mozzarella Sliced,dairy,17.000000,case,unit,unit,45.5400,45.5400,1.000
245,Bindi - Cheesecake - Mini Key Lime - Indiv. Portion (4.93 Oz.),TOI - Bindi,16.000000,case,unit,,48.3000,48.3000,1.000
389,Bindi - Cheesecake - Mini Pumpkin - (0.69 Oz.),TOI - Bindi,16.000000,case,unit,,50.6700,50.6700,1.000
396,Bindi - Cake - Lemon Mousse (3.28 Oz.),TOI - Bindi,14.000000,case,unit,,38.5000,38.5000,1.000
397,Bindi - Cake - Mango Passion (4.02 Oz.),TOI - Bindi,14.000000,case,unit,,41.2500,41.2500,1.000
137,Apple Juice,resale_beverage,12.000000,case,unit,unit,36.8600,36.8600,1.000
102,Banana Nut Muffin,bakery,12.000000,case,unit,kg,21.1200,21.1200,1.000
243,Bindi - Cake - Limoncello Mascarpone (3.81 Oz.),TOI - Bindi,12.000000,case,unit,,42.2000,42.2000,1.000
398,Bindi - Cake - Monterosa (3.81 Oz.),TOI - Bindi,12.000000,case,unit,,42.6700,42.6700,1.000
17,Green Tea,tea,10.000000,10 oz,oz,kg,32.4000,32.4000,0.980
57,Avocado,produce,8.000000,unit,unit,unit,1.6000,1.6000,0.770
174,Avocado Cheesecake,bakery,8.000000,Case 8 units,unit,unit,4.9900,4.9900,1.000
94,Berries and Cream Twist Danish,bakery,6.000000,case,unit,unit,10.7400,10.7400,1.000
446,Bindi - Coppa Gelato - Cafe - (4 Oz.),Gelato,6.000000,case,unit,,29.1700,29.1700,1.000
447,Bindi - Coppa Gelato - Spagnola - (3.52 Oz.),Gelato,6.000000,case,unit,,29.1700,29.1700,1.000
448,Bindi - Coppa Gelato- Pistachio - (3.52 Oz.),Gelato,6.000000,case,unit,,29.1700,29.1700,1.000
68,Focaccia,bakery,5.000000,Pack 5 units,unit,unit,63.9600,63.9600,1.000
56,Basil,produce,4.000000,case,oz,kg,7.3400,7.3400,0.980
16,Tea Bag,tea,3.000000,3 gal,gallon,L,0.2400,0.2400,1.000
104,Chocolate Eclair,bakery,2.640000,Bag 2.64 lb,lb,kg,28.4900,28.4900,1.000
138,Black River Pear Juice,resale_beverage,1.000000,unit,unit,unit,2.5000,2.5000,1.000
177,Blueberry and Chocolate Chips Vegan Croissant,bakery,1.000000,Case 48 units,unit,unit,1.4050,1.4050,1.000
87,Blueberry Cheesecake Danish,bakery,1.000000,unit,unit,unit,1.0049,1.0049,1.000
98,Blueberry Scone,bakery,1.000000,case,unit,unit,25.8500,25.8500,1.000
67,Bread,bakery,1.000000,unit,unit,unit,24.9400,24.9400,1.000
126,Brownie Cheesecake,bakery,1.000000,unit,unit,unit,2.2500,2.2500,1.000
136,Bundaberg Ginger Beer,resale_beverage,1.000000,unit,unit,unit,1.5000,1.5000,1.000
117,Cake Torta Nocciola,bakery,1.000000,unit,unit,unit,3.9770,3.9770,1.000
116,Cappuccino Cake,bakery,1.000000,unit,unit,unit,3.5350,3.5350,1.000
115,Carrot Cake,bakery,1.000000,case,unit,unit,48.1000,48.1000,1.000
82,Cheese Danish,bakery,1.000000,unit,unit,unit,1.0049,1.0049,1.000
96,Cheese Square Danish,bakery,1.000000,case,unit,unit,113.1000,113.1000,1.000
86,Cherry Greek Yogurt Danish,bakery,1.000000,unit,unit,unit,1.0049,1.0049,1.000
74,Chocolate Croissant,bakery,1.000000,unit,unit,unit,61.5100,61.5100,1.000
118,Chocolate Fondant Cake,bakery,1.000000,unit,unit,unit,3.0606,3.0606,1.000
125,Chocolate Ganache Cheesecake,bakery,1.000000,unit,unit,unit,2.6387,2.6387,1.000
175,Chocolate Mousse Glass,bakery,1.000000,Case 12 units,unit,unit,4.4700,4.4700,1.000
184,Chocolate Sprint,gelato_paste,1.000000,Case 12 units,unit,unit,204.1600,204.1600,1.000
114,Chocolate Temptation Cake,bakery,1.000000,unit,unit,unit,3.7333,3.7333,1.000
176,Chocolate Truffle Cake,bakery,1.000000,Case 12 units,unit,unit,8.9600,8.9600,1.000
73,Cinnamon Raisin Bagel,bakery,1.000000,case,unit,unit,50.9900,50.9900,1.000
97,Cinnamon Roll,bakery,1.000000,unit,unit,unit,16.2600,16.2600,1.000
80,Doughnut Croissant,bakery,1.000000,case,unit,unit,105.6700,105.6700,1.000
123,Dulce de Leche Cheesecake,bakery,1.000000,unit,unit,unit,2.5863,2.5863,1.000
153,Energy Drink Celsius Artic Vibe,resale_beverage,1.000000,case,unit,unit,25.9800,25.9800,1.000
154,Energy Drink Celsius Kiwi Giava,resale_beverage,1.000000,case,unit,unit,23.0900,23.0900,1.000
149,Energy Drink Celsius Mango Lemonade,resale_beverage,1.000000,unit,unit,unit,1.2000,1.2000,1.000
147,Energy Drink Celsius Orange,resale_beverage,1.000000,unit,unit,unit,28.7500,28.7500,1.000
